Text,Sentiment (POS/NEG/NEU)
acha future ha haier ka,Positive
service kesi ha haier ki?,Neutral
achi service ha haier ki tou,Positive
bhut saray gifts miltey hain,Positive
muje jheetna ha,Neutral
home service k liye 24 hours mei banda ayega,Neutral
ab haier bekar hogia ha,Negative
discount tou do bhae,Neutral
"aik saal ki additional warranty ha,wow",Positive
daraz mall mei ha yeh sab,Neutral
world no 1 brand ha haier ,Positive
lucky winner kon ha,Neutral
"mei jheet gya, hurray",Positive
mei kui nae jheeta?,Neutral
haier pakistan sy muhabaat ha,Positive
haier achi service nae derha,Negative
"inverter ny cooling krna chordi, bakwas",Negative
koi technician bhejo?,Neutral
optimum condition mei ha yeh,Neutral
zabardast products haier ke,Positive
haier ka fb page visit krey,Neutral
bhut fuzul response ha,Negative
jhoot boltey hain,Negative
apni shikayat inbox krey,Neutral
bekar quality ki machine ha,Negative
galti hogae machine lek,Negative
"ab kabi nae luga machine,",Negative
bakwas machine ha ,Negative
dealer ka address btae,Neutral
ham dealer sy baat kregy,Neutral
dealer dhokeybaz hain ,Negative
is machine ka model btae?,Neutral
3rd class service ha,Negative
service ke kia charges hain?,Neutral
10kg wali machine ghr bhejdo,Neutral
service achi krdo please,Neutral
jaypur mei deliver hojaegi?,Neutral
"yaha koi ata ha nae ha,ajeeb",Negative
apka website kuch nae dekhati,Negative
bekar website ha,Negative
aag laga do apni website ko,Negative
haier mei ahk time zaya hogia ,Negative
koi acha brand btao,Neutral
jaha discounts ho?,Neutral
32 inch smart tv ki kia price ha?,Neutral
shop number btae?,Neutral
haier ki shop nae milrae ha,Negative
haier k tv netflix support krta ha?,Neutral
price btae is tv ki,Neutral
regret krogy haier ka tv lek,Negative
49 inch led ki tv ki price?,Neutral
suna ha led sasti hui ha,Neutral
saray appliances achey hain,Positive
perfect washing machine ha,Positive
"10 saal ki warranty ha,wow",Positive
spots phr bhi rehjatay shirts pe,Negative
pathetic company ha haier ki,Negative
1 lac ka fridge lia ha meine,Neutral
mera fridge abi bi warranty mei ha,Neutral
maaf krna bhae,Neutral
best fridge ha haier ka,Positive
5000 ka voucher milta ha?,Neutral
"metro mei haier ke products mehengy hain, ajeeb",Negative
fridge 6 mahiney mei kaam krna band krdia,Negative
naye products kab launch krogy?,Neutral
naye products achey hain,Positive
capacity aur price btae?,Neutral
netflix ki subscription free ha?,Neutral
fake h yeh bhut,Negative
32 inch android tv kitne ka ha?,Neutral
haier ke products replace krsktey hain?,Neutral
difference kia ha payment ka?,Neutral
outlet kaha ha haier ka?,Neutral
sochna bhi nae kharedny ka,Negative
dryer miljaega peshawar mei?,Neutral
cooking ki range bta do?,Neutral
naye technology ha haier mei?,Neutral
heat and cool dono hain?,Neutral
split ac chaiye muje,Neutral
dc inverter mei naai technology ha?,Neutral
20k mei koi inverter ha?,Neutral
reply krey muje please,Neutral
"2 in 1 washing machine ha, wow",Positive
"double automatic machine ha yeh, nyce",Positive
water dispenser haier ka ha?,Neutral
call me please haier walo,Neutral
haier ke speakers bhi hain?,Neutral
"led tv li thi, karab hogae",Negative
pakistan mei yeh fridge miljaega?,Neutral
muje services and products bhut pasand hain,Positive
"fair ha bhut yeh, good yaar",Positive
12 saal sy product acha kaam krhy,Positive
haar chez bhut achi ha haier ki,Positive
email address bta dey please,Neutral
smart display fridge ha?,Neutral
bhut zabardast products hain,Positive
aik aur acha product haier ka,Positive
china ki invention ha yeh?,Neutral
smart panel ha fridge mei?,Neutral
2 door ha fridge mei?,Neutral
crystal door ha fridge mei?,Neutral
2020 ka model knsa ha?,Neutral
haam apny aur achey kregy,Neutral
 haier pakistan best hi best ha,Positive
ad k sath price share krey,Neutral
takee sab pta chal jae usi wqt,Neutral
65 inch ki led dedo,Neutral
cricket match haier ke tv mei dekhoga ,Neutral
yeh meri kismat pe ha ab,Neutral
mei jitni mehnat krskta tha meine kia,Neutral
aj mei mayoos hogia haier ke products sey,Negative
gas pressure katam hogia ha,Negative
ac fazul ha haier ka ,Negative
hazaroo saal jiyo haier,Positive
awards milrhy hain,Neutral
pakistan k pas sab kuch ha,Neutral
"ac letey waqt he adhi gas chali gae, ajeeb",Negative
nuksan hogia bhut,Negative
premium quality ha haier ke products ki?,Neutral
naya model acha ha haier ka,Positive
naya model ki washine machine bhi achi ha,Positive
har kisi ko haier ke achey products lene chaiye,Positive
babar ny 100 runs bana liye,Neutral
invertor vip chalrha ha,Positive
water tray kaha ha fridge mei?,Neutral
karachi mei iski qemat kitni ha?,Neutral
haier nae kharedna bikul,Negative
location bta do haier ki shop ki,Neutral
mei ahk fridge lelo,Neutral
logo ke sath ginona mazak krtey hain,Negative
babar azam acha score krta ha,Positive
3D washing machine ha yeh?,Neutral
yeh machine order kese krey?,Neutral
guess kro aur jheeto,Positive
reliable products hain haier ke,Positive
best option btaoo,Neutral
"ese tou haar jaegy, ajeeb admi",Negative
nae haregy,Neutral
barosa rakha kro,Neutral
bumper prize jheetgya mei,Positive
sab ko inspire krdia haier ,Positive
shabash haier ,Positive
aj chalna ha machine lene,Neutral
blessing share krne ka shukriya,Positive
dolmen mall gae ho?,Neutral
kesa ha dolmen mall?,Neutral
meine suna ha bhut acha ha,Positive
bhut maza ata ha waha,Positive
muje dolmen mall mei shop leni ha?,Neutral
dolmen mall ki knsi branch achi ha?,Neutral
clifton wali branch jao,Neutral
cliftion wali branch mei ziada shops hain,Neutral
waha kaprey achey miljaegy,Positive
sale bhi bhut ziada hoti hain clifton k dolmen mall mei,Positive
sale bhi achi lagti hain clifton ke shops mei,Positive
hyperstar karachi gaye ho?,Neutral
hyperstar tou luckyone mei bhi ha,Neutral
suna ha sasta saman milta ha hyperstar mei,Neutral
yaar kabi kabar mehnga bhi miljata ha,Neutral
meine kal he bhut sari shopping ki,Neutral
maza ahgya shopping krk,Positive
mera dil hota har mahiney shopping kro,Neutral
tum kal chalti ho shopping krne?,Neutral
sale lagi hai dolmen mall mei?,Neutral
dolmen shopping festival chal rha ha,Neutral
"wow yaar, dolmen shopping festival",Positive
mera fav shopping festival ha,Positive
phr kal he chaltey shopping krney,Neutral
is festival mei hisa kese ley?,Neutral
6000 sey ziada karch krney pe hisa lesktey hain,Neutral
muje gari jheetni ha shopping festival mei,Positive
dua kro gari jheet jao,Positive
inshallah zaror jheetogy gari,Positive
phr treat dena gari ki muje,Neutral
tum kanjoos ho,Negative
mere liye bhi suit leatay ,Neutral
suit mehengy they yaar,Neutral
hamesha lalchi bandey ho,Negative
luckyone gae ho?,Neutral
waha suna ha sale bhut gandi hoti ha,Negative
aj ke baad dolmen mall nae jaoga mei,Negative
dolmen mall niyat he bekar ha,Negative
rent pe shop leni ha dolmen mall mei,Neutral
kitna rent ha aik shop ka,Neutral
suna ha bhut ziada rent ha,Neutral
ese phr shop kese luga mei,Neutral
esa nah bolo yaar please,Neutral
shop tou muje leni he ha dolmen mall mei,Neutral
achi shops hain yaha tou,Positive
online available ha yeh,Neutral
knsi machine achi ha westpoint ki?,Neutral
hamaray store pe check krey,Neutral
juicer machine leni ha,Neutral
muje broken machine mili ha,Neutral
amazing appliances hain westpoint ke,Positive
electric heater gas milta ha?,Neutral
deluxe egg boiler acha ha,Positive
westpoint mera fav brand ha,Positive
modern machine ijaad krta ha westpoint ,Positive
machine mei koi problem tou nae ha?,Neutral
"fast boiling machine ha, wow",Positive
cordless system bhi ha,Neutral
zabardast westpoint ,Positive
meine inbox kia ha westpoint ,Neutral
muje juicer machine ghr bhejwa do,Neutral
heater ki price kia ha?,Neutral
seller price mention krdo,Neutral
hamay decide krney mei asani hoti,Neutral
fan heater bhi detey ho ap log,Neutral
link bhejo fan heater ka,Neutral
hand blender miljaega?,Neutral
chopper and blender ha?,Neutral
water heater products knsy hain?,Neutral
is article ki price kia ha,Neutral
zabardast environment ha,Positive
grinder acha ha westpoint ka,Positive
"single tub washing bhi ha, wah yaar",Positive
koi chance ha jheetney ka?,Neutral
chopper ki qemat btado?,Neutral
saray products sell hogae?,Neutral
shopping festival kab ayega westpoint  ka?,Neutral
eletric beater ki price kia ha?,Neutral
packages ki detail bta do?,Neutral
 westpoint ki machine kaha sey milegi?,Neutral
toaster bhut acha ha,Positive
iron bhi bhut achi ha,Positive
one flip operation milta ha,Positive
cool touch handle bhi ha,Positive
easy cleaning ke liye best ha,Positive
powerful airflying technology ha,Positive
parts remove bhi hosktey hain?,Neutral
muje yeh grender lena ha,Neutral
price nae btai ap logo ny,Negative
4 in 1 toaster bhi ha,Neutral
3500 ka ha toaster,Neutral
chocolate shake acha banega phr,Positive
outstanding products hain,Positive
westpoint hamara Multi-Function Kitchen Assistant ha,Positive
cha gya westpoint,Positive
mei yehi kahoga sab sy ke westpoint ke product ley,Positive
outfitter ke kaprey kese hain?,Neutral
dosrey stuff ke liye link pe click krey,Neutral
new year sale lagain,Neutral
50% sale kab hogi?,Neutral
new year sale laggae ha,Neutral
muje yeh jacket chaiye,Neutral
online shop ha outfitter ki?,Neutral
winter sale lag gae ha?,Neutral
apney kaprey kud banae?,Neutral
fazool kaprey hain,Negative
social media platform pe check krey,Neutral
europe tour k liye jacket lena ha,Neutral
compliment k liye shukriya,Positive
charming dress ha,Positive
KOI CHANCE LAGTA NAE SALE KA,Neutral
yeh shirt gift krdo muje,Neutral
yeh stoller chaiye muje,Neutral
supream quality jacket ha,Positive
yeh jacket -10 degree ke temperature pe pehen sktey hain?,Neutral
model ny nose ki pin pheni ha?,Neutral
sale kab hogi?,Neutral
naye arrival kaha hain,Neutral
yeh karachi ke outlet mei milegy?,Neutral
muje jacket lena ha,Neutral
cool color block wali jacket ki qemat kia ha,Neutral
trouser ki price kia ha?,Neutral
metallic puffer jacket ki price?,Neutral
junior's sweatshirts chaiye yeh wala,Neutral
exchange hosktey hain items?,Neutral
yeh coat knsi branch sey milega?,Neutral
zabardast jacket ha,Positive
"jacket phaat gya, ajeeb",Negative
pura din outfitter ka outfit pehena meine,Neutral
shopping ka kia plan ha?,Neutral
excellent hogia yeh tou,Positive
apkey response ko consider kia jaega,Neutral
sale ki update do,Neutral
very accurate piece ha,Positive
quality tou ha outfitter mei,Positive
xl ki size kia ha?,Neutral
checcks achi ha ,Positive
men jacket ki price kia h,Neutral
yeh store visit krtey hain,Neutral
colors pop up hogae saray,Neutral
Cheetah shoes ha?,Neutral
interior design kesa ha?,Neutral
iski kia price ha?,Neutral
sialkot ke outlets mei hai?,Neutral
yeh time ha rock krne ka,Positive
outfitter pasand ha,Positive
yeh jacket ki price?,Neutral
meine bhut koshish ki yeh jacket dhondney ki,Neutral
"kahin pe available nae ha, ajeeb",Negative
boys k liye available ha?,Neutral
7 saal k bachey k liye kaprey hain?,Neutral
medium size mei ha?,Neutral
perfect color ha ,Positive
ala choice ha ,Positive
outfitter sy shopping kab krne jaogy?,Neutral
is cool jacket ki price 2300 ha,Neutral
yeh available nae ha,Neutral
large size mei ha?,Neutral
XL chaiye muje,Neutral
purple color ka jacket ha?,Neutral
yeh hamaray stores mei bhi nae ha,Neutral
sale kui nae lgti outfitter mei?,Neutral
biker jacket achi ha bhut,Positive
sneakers achey hain,Positive
cool sneaker 4000 ke hain,Neutral
women k shoes kaha sy milegy?,Neutral
aur koi option ha?,Neutral
blue strip wali jacket ki price bta do,Neutral
outfitter bekar hogia ha,Negative
sale ki offer kab ayegi wapis?,Neutral
is dafa thori lambi rakhna please,Neutral
blue mera fav color ha,Positive
outlet kaha ha outfitter ka?,Neutral
lovely cap ha yaar,Positive
acha laga apka response dekh ke,Positive
kia yeh abi tuk ha ap k pas?,Neutral
naya collection upload nae hua ha,Negative
kab upload hoga naya collection?,Neutral
yeh jacket available ha red mei?,Neutral
bhawalpur mie outlet ha?,Neutral
outfitter ki jitni tareef ki jae utni kaam ha,Positive
delivery charges kia hogy outfitter?,Neutral
yeh shirt ki price?,Neutral
international countries mei deliver hojaega?,Neutral
pakistan ke bahir deliver nae hota,Neutral
puraney design hain,Neutral
elena gilbert ki trah lagti ha piyari si,Positive
yeh model kon ha,Neutral
muje bhi outfitter ka model banna ha,Neutral
bhut shauq ha muje model bannay ka,Positive
koi opportunity ha model bannay ki ?,Neutral
denim ke jacket bhut achey hotey,Positive
mei kal he denim ke jacket lene jarha,Neutral
tum bhi chalo jacket lene,Neutral
audionic ke speakers kese hain?,Neutral
suna ha audionic ke speakers bhut achey hain,Positive
atif aslam ka concert krwa rha ha?,Neutral
audionic sound master ha?,Neutral
meine rb-80 wala speaker lia ha?,Neutral
meine yeh survey filled krdia ha,Neutral
venue bta dey please,Neutral
perfect ha audionic ke speakers,Positive
"out of stock hogia,ajeeb",Negative
apna number share krey please ,Neutral
meine speaker order kia ha,Neutral
cash on delivery ha?,Neutral
"meine call receive ki, but koi bola nae",Neutral
koi confirmation he nae atai ha,Negative
zabardast sound ha,Positive
order placed krdia ha,Neutral
mere order ki id 549 ha,Neutral
apna address inbox krdey,Neutral
rawalpindi mei shop ha?,Neutral
super ha yar speaker,Positive
fraud ha audionic ,Negative
koi sale wagera nae ha,Negative
sab fake sale ha,Negative
"delivery charges itney ziada hain, ajeeb",Negative
ap check kro inbox,Neutral
woofer kitne ka ha?,Neutral
muje yeh speaker kharedna ha,Neutral
"koi digital screen nae ha, bakwas",Negative
karab hojatey hain speaker,Negative
50% sale kaha ha?,Neutral
muje parcel mei warranty card nae mila,Negative
kia batamezi h yeh,Negative
awesome sale ha,Positive
poor battery backup ha,Negative
muje need ha is speaker ki,Neutral
yeh product out of stock hogia ha,Neutral
agr hamay yeh product miljae tou acha hoga,Neutral
multan mei audionic ka store ha?,Neutral
watsaap number bhejdo ,Neutral
"16 saal ki celebration,wow",Positive
saray prices wohi hain,Neutral
"better rates hain is dafa, shukar",Positive
achi opportunity ha audionic,Positive
bhut acha sound ha,Positive
shukar ha audionic acha hogia ha ab,Positive
meine atif bhai ka concert attend krlia ha,Neutral
form submit krdia ha,Neutral
wedding gift jhetna ha muje,Neutral
bhut achi umeed ha jhetney ki,Positive
sound master ha yeh,Positive
farhan saeed bhi ahrha ha?,Neutral
yeh dono biggest rockstar ha,Positive
aik aur sirf atif aslam,Neutral
led tv k liye knsa option ha?,Neutral
best option laptop k liye bta do,Neutral
power bank bhi audionic k ?,Neutral
koi branch ha sialkot mei?,Neutral
peshawar mei brach ha audionic ki?,Neutral
yeh offer sirf online ha,Neutral
"yeh galat ha, sale outlet pe bhi honi chaiye",Negative
mei paisey cash on delivery duga,Neutral
size kia ha speaker ki?,Neutral
2.1 woofer best ha,Positive
yeh bluetooth ko support krta ha?,Neutral
hamari website sey order krey,Neutral
achi price mei yeh,Positive
outstanding service ha,Positive
"sale discount mei nae ha, ajeeb",Negative
Masti 125 speaker chaiye muje,Neutral
mei purchase nae kr parha ,Negative
order submit kese kro,Neutral
mei apna order kese track kro?,Neutral
order out of stock hota ha hamesha,Neutral
buri customer service,Negative
mismanagement bhut ha,Negative
yeh sale acceptable nae ha ,Negative
b999 speaker ki price bta do?,Neutral
twin bar 1 chaiye muje,Neutral
delivery charges lagegy?,Neutral
yeh gift dena ha muje,Neutral
isko pasand ha yeh bhut,Positive
shipping ki koi policy he nae ha,Negative
speakers ki specification share krdo,Neutral
alag sy shipping btao,Neutral
warranty card kui nae hota parcel mei?,Neutral
sound kesa ha iska?,Neutral
ksi ny sound try kia ha iska?,Neutral
sound phat jata ha iska,Negative
kitna time lagega rawalpindi bhejney mei?,Neutral
audionic ki website bhut slow ha,Negative
audionic ko steps lene chaiye ab,Neutral
website ki speed ko acha kro ap,Neutral
jazzcash payment method bhi hona chaiey,Neutral
"login ka button nae ha,ajeeb",Negative
audionic ko apney customers ka time save krna chaie,Neutral
yeh kia bakwas speakers hain,Negative
b707 available hain?,Neutral
"sab katam hogia ha, bakwas sale",Negative
unbelieveable speakers hain,Positive
yeh btao knsy items out of stock hain?,Neutral
a110 headphone ke price btado?,Neutral
2 air beats order kiye hain meine,Neutral
ab tuk miley nae muje.,Negative
muje kese pta chalega k order confirm ha mera?,Neutral
speakers ke delivery charges kia hogy?,Neutral
headphone ki price?,Neutral
wow achey speaker,Positive
"rate show nae horhy,ajeeb",Negative
lahore mei outlet kaha ha?,Neutral
vision 20 kese milega?,Neutral
mike walay speaker chaiye muje,Neutral
dha karachi mei ha office?,Neutral
muje location dekhni ha,Neutral
kaha sy location dekhney milegi,Neutral
speakers ki qemaat btae,Neutral
hafizabad mei shop kaha ha?,Neutral
speaker ki detail aur price?,Neutral
tootey hue speaker miley,Negative
order place nae horha,Negative
MH-808 ki price kia ha?,Neutral
is speaker ki price 3900 hain,Neutral
50% sale ha aj ,Neutral
achey ideas hain,Positive
stores pe discount ha?,Neutral
pichli dafa order nae mila tha muje,Negative
wait kr rha ho is order ka mei,Neutral
inshallah is dafa jheeteygy,Positive
185 rupees mei best product quality ha,Positive
delivery charges ziada kui hain?,Negative
best price ha speaker ki,Positive
"200 ke andar sab kuch, wow",Positive
free home delivery ha?,Neutral
50% off ke baad kia price ha?,Neutral
THUNDER T-30 ki price kia ha?,Neutral
comment mei correct answer dey?,Neutral
aur phr ap jheet sktey hain,Positive
muje yeh speaker 300 rupee mei dedo,Neutral
is sale ka intezar ha,Neutral
achi luck audionic,Positive
shopping festival kab ayega audionic?,Neutral
neckband kitne ka ha?,Neutral
hamay yeh speaker chaiye,Neutral
rb-115 achi choice ha,Positive
apna inbox dekhey,Neutral
zabardast audionic,Positive
acha kaam audionic,Positive
discount 25th dec sy ahjaegy,Neutral
confirm krdey discount ka,Neutral
Airbeats A-110 miljaega?,Neutral
saray steps krliye,Neutral
ab shahid jheet jao,Neutral
umeed achi ha,Positive
qemaat btae discount k baad?,Neutral
saal mei kitni dafa sale lagti ha?,Neutral
"khair hogae, hota ha",Neutral
meine baray speakers leliye,Neutral
ab ziada maza ayega film dekhney,Positive
tum aogy mere ghr?,Neutral
film dekhegy sath,Neutral
ahjana enjoy krogy bhut,Positive
audionic vision 15 ha?,Neutral
mega 10 ki price kia ha?,Neutral
tuned rahay please,Neutral
muje quard bar 5 chaiye,Neutral
bhut he achi offer ha,Positive
products jald ahrhy hain,Neutral
nusrat bhai ki awaz achi ha,Positive
audionic ke speakers mei awaz achi ha,Positive
curious hogia ho mei,Positive
good yaar ,Positive
 audionic ki sale ka intezar ha muje,Neutral
celebration kab hogi audionic  ki?,Neutral
time ahgya ha sale ka,Neutral
acha shape ha audionic ke speakers ka,Positive
 audionic ki anniversary pe 50% off ha,Neutral
"kafi sari deals hain, wow",Positive
upcoming naye speakers knsey hain?,Neutral
dany ke speakers bekar hain,Negative
audionic ki baat he alag ha,Positive
audionic ki awaz hit hoti ha,Positive
sale achi lagni chaiye is dafa,Neutral
flat 50% off ha audionic ke products pe?,Neutral
 audionic ke products kese hain?,Neutral
 audionic ki birthday ha aj?,Neutral
best wireless experience ha,Positive
yeh offer 28th dec sy start hui ha,Neutral
kab offer katam hogi?,Neutral
connectivity achi ha ,Positive
price btado woofers ki?,Neutral
wireless earbuds dilwa do koi,Neutral
earbuds nae hain mere ps,Negative
earsbuds bikul nae lena,Negative
bekar hain earbuds audionic ke,Negative
foran karab hojaegy,Negative
baki mrzi ha tumari,Neutral
tum meri baat mantey nae ho bikul,Negative
tum hamesha galat baat kehtey ho,Negative
yeh older model ha?,Neutral
yeh original product ha?,Neutral
new year discount kab ayega?,Neutral
dj-400 ke microphone hain?,Neutral
mei apna number inbox kr rha ho,Neutral
look acha ha iska,Positive
yeh naya product ha?,Neutral
mic wala speaker miljaega?,Neutral
bhut bura experience tha,Negative
1 saal ki warranty ha sirf?,Neutral
aik saal ki warranty tou kaam ha,Neutral
bhut low volume ha,Negative
crab rubbish ha sab,Positive
neche dia hua link sey order place hojaega,Neutral
beautiful looking ha,Positive
mei audionic hands free kese lo?,Neutral
wholesale pe ha?,Neutral
bhut acha off ha,Positive
maza ahgya film dekh ke,Positive
grand launching kab hogi?,Neutral
audionic ka speaker ha yeh?,Neutral
fantastic speaker hain,Positive
model mh-2121 ki price btae?,Neutral
mei soch rha dost ko brthday gift mei audionic ke speakers do,Neutral
acha gift hojaega,Positive
apke products time pe delivered nae hotey,Negative
helpline number lagti nae ha,Negative
delivery charges add hain is mei?,Neutral
bhut he acha kaam audionic ,Positive
wonderful product ha,Positive
 audionic speaker kabi nae jheta mei,Neutral
muje speaker dedo,Neutral
economical product ha,Positive
MH 8 plus k speaker size kya ha?,Neutral
Rex 33 walay speaker dedy,Neutral
yeh woofers kese kharedo?,Neutral
1500 final price ha?,Neutral
amazing discounts k liye page pe aye,Neutral
official store ha daraz pe?,Neutral
is speaker ki price bta do bhai,Neutral
aur acha discount miljaega?,Neutral
acha shape ha bhai,Positive
isi trah ke speakers hone chaiye,Neutral
jo product mila us mei fault ha,Negative
kese thek hoga yeh fault?,Negative
bhut he sharminda hai haam,Neutral
exchange hoti ha audionic mei?,Neutral
free mic kis mei milega?,Neutral
detail dedo mh-202 ki?,Neutral
headphone order kiye hain meine,Neutral
kis din headphone milegy?,Neutral
muje khuwaish ha jhetney ki,Positive
yeh contest jheet gya mei,Positive
model ka name btae please,Neutral
audionic ney acha environment dia ha,Positive
proud hain audionic sey,Positive
isi trah achey speakers dena audionic ,Positive
audionic sach mei sound master ha,Positive
mei audionic ke speaker he leta ho,Neutral
behad pasand ha audionic ,Positive
wireless mike kaha sey milega?,Neutral
bhut asani hojati ha wireless mike sey,Positive
classic masti sound system ha?,Neutral
muje bhi team mei ana ha,Neutral
muje bhi kisi bhi team mei lelo,Neutral
punjab aj jheetega ,Positive
new year pe sale ha?,Neutral
new year pe achi sale hoti ha,Positive
mei kal jaoga shalwar kamez lene,Neutral
perfumes kese hain J. ke?,Neutral
bhut achey perfumes hotey hain,Positive
cosmetics pe sale ha?,Neutral
"winter sale tou hui nae, ajeeb",Negative
wait kr rho new sale ka,Neutral
yeh tou season ha wedding ka,Neutral
apni big night pe kia pehnogy?,Neutral
muje bhi bta do kia pehena ha?,Neutral
khatar suits hain?,Neutral
dil ahgya ha J. pe,Positive
J. choroga nae kabi bhi,Neutral
zabardast dresses hain,Positive
is kurta ki price ?,Neutral
eid pe shoppping kaha sy ki?,Neutral
J. sy ki shopping,Neutral
shopping achi hoti ha J. sey,Positive
muje J. sy order nae milaa,Negative
pta nae kui esa hota ha har dafa,Negative
meine yeh nae dekha kabi,Negative
last sale kab hui thi?,Neutral
meine last sale miss krdi,Neutral
ab miss nae krna sale,Neutral
ab phely ponchjaoga mei,Neutral
"sale katam hojati ha jldi, ajeeb",Negative
uk mei bhi yehi sale ha?,Neutral
kafi bhar gya ha J.,Positive
mashallah J.,Positive
acha sa bhartey raho J.,Positive
ham apkey sath hain,Positive
hamesha sath rahega apke sath,Positive
J. ko koi bhol nae skta,Positive
"j, khas nae ha",Negative
bhut mehnga ha,Negative
phr chordo J. ko,Neutral
price aur location bta do?,Neutral
KSA mei sale kab lagegi?,Neutral
Gulshan Ravi mei store kholey,Neutral
sale over hogae ha?,Neutral
excellent lasting ha iski,Positive
brilliant stock ha,Positive
rabea shakeel fav model ha,Positive
dates extend krey,Neutral
discount kab end hoga?,Neutral
sale 25th dec ko end hojaegi,Neutral
yellow mei available ha?,Neutral
last day kab ha sale ka?,Neutral
muje sale sy shopping krni ha,Neutral
aj he chalo shopping krney?,Neutral
quaid day pe off ha?,Neutral
muje off chaiye quaid day pe,Neutral
ziada shopping kregy quaid day pe,Neutral
hamesha tou off hoti ha quaid day pe,Neutral
J. ki kurti bhut achi ha,Positive
excellent concept ha,Positive
zabardast design ha,Positive
J. ki history kia ha?,Neutral
J. kab aya tha?,Neutral
muje tou bachpan sy J. pasand ha,Positive
excellent execution ha J. ki,Positive
superb tribute to quaid baba,Positive
muje us bandey sy bhut pyaar ha jis ny banaya yeh,Positive
J. ny acha tribute kia,Positive
achi beginning ki ha J. ney,Positive
bhut acha kaam kia ha,Positive
koi gift dena ha tou btaoo,Neutral
koi sale online nae ha?,Neutral
flat 20% off ha quaid day pe?,Neutral
stunning outfit ha,Positive
lovely color ha,Positive
intezar ha new design ka,Neutral
winter volume kab ayega?,Neutral
J. hamesha sy he acha ha,Positive
sahiwal store pe bhi flat 20% ha?,Neutral
yeh shawl achi ha bhut,Positive
winter collection kab ayega?,Neutral
bhut he acha ha yaar,Positive
mashallah wow,Positive
discounts sab outlets pe ha?,Neutral
achi activity krwai ha J. ney,Positive
J. hamesha mere dil mei ha,Positive
sale 19th dec sey shrur hogi?,Neutral
han sale 19th dec sey ha,Neutral
J. ki website nae chalrae ha,Negative
wapis refresh krey page ko,Neutral
phr website chal jaegi,Neutral
outclass ha design,Positive
fraganance bhi bhut achi ha,Positive
aik he fraganance pasand ha muje,Positive
awesome collection ha J. ka,Positive
nice dress ha ,Positive
beautiful color bhi ha,Positive
fabric acha ha J. ka,Positive
"thats amazing 20%, wow",Positive
delivery time pe hoti ha?,Neutral
delivery achi ha J. ki,Positive
mei kal he shopping krk aya ho,Neutral
achey kaprey milgae is dafa,Positive
soch rha ho ghr walo k liye bhi lelo ,Neutral
kia boltey ho ? lelo kaprey?,Neutral
mrzi ha tumari jani,Neutral
logy tou acha lagega inko,Neutral
nae logy tou bura mansktey ,Neutral
phely kab shopping ki thi?,Neutral
aik haftey phely shopping ki thi,Neutral
mei tou har mahiney shopping krta ho,Neutral
bhut pasand ha muje shopping krne ka,Positive
showoff nae kro ziada,Negative
over hogaya ha J. ab,Negative
fazool kaprey hotey,Negative
"ab nae jana J., bekar ha",Negative
J. nae jaogy ab sy kabi bhi,Negative
quality bekar kr rha ha,Negative
reviews bhi gandey hain,Negative
perfect ha J.,Positive
tax ko hata ke kitni price ha?,Neutral
store ki timings btaoo?,Neutral
damaged stuff dia ha ,Negative
cosmetics pe kitna off ha?,Neutral
makeup pe bhi off ha?,Neutral
acha support mil rha ha,Positive
cha gya J.,Positive
acha pyaar bhi milta ha J. ki traf sy,Positive
J. aik famous brand ha,Positive
50% off suna ha muje,Neutral
best products hain j. ke,Positive
professional eyeshadow kitne ka ha?,Neutral
BB cream ha J. ki?,Neutral
muje yeh perfume pasand ha,Positive
8400 ka ha yeh perfume,Neutral
muje laga sasta hoga perfume,Neutral
kharedlo phr yeh perfume?,Neutral
han lelo perfume,Neutral
dono bhai mil ke lagaegy perfume,Neutral
loreal ka brand kesa ha?,Neutral
mahira khan model ha loreal ki?,Neutral
mahira khan bhut khubsurat ha,Positive
matte 349 kitne ka ha,Neutral
loreal ka brand umda ha bhut,Positive
loreal ka fav product knsa ha ?,Neutral
thora mehenga ha loreal,Neutral
bhut achi quality ha loreal ke products ki,Positive
muje matte lipstick pasand ha,Positive
lovely shade hain yaar,Positive
shukriya itney pyaar k liye,Positive
lipstick kitni dair tuk rehti ha?,Neutral
lipstick pura din rehti ha,Neutral
lipstick k color bhut achey hain,Positive
$20 ki ha lipstick,Neutral
meine london sy saman lia ha loreal ka,Neutral
mere ps saray mere fav shades hain,Positive
kitne shdes hain lipstick ke?,Neutral
aur knsa brand acha ha?,Neutral
itni tareef k liye shukriya,Positive
red color bhut pasand ha,Positive
mahira khan ny knsy shade use kiye hain?,Neutral
dark pink color ki lipstick bhi achi ha,Positive
loreal ka shampoo kesa ha?,Neutral
best ha loreal ka shampoo,Positive
hair fall nae hotey loreal ka shampoo use krne sy,Positive
nice colors hain mate ke,Positive
inbox krdey mate ki details,Neutral
riche matte ki special price kia ha?,Neutral
red lipstick ki kia price ha?,Neutral
awesome shade ha yaar,Positive
yeh knsa shade ha dar asal,Neutral
yeh pink lipstick ki price?,Neutral
muje yeh brand sy bhut pyaar ha,Positive
lahore mei koi store nae ha,Negative
yeh list ha is mei sab detail hain,Neutral
is list mei location bhi mojood ha,Neutral
matte 348 kese order kro?,Neutral
achey shades ke number kia hain?,Neutral
is link pe click krk shopping krey,Neutral
